timestamp,station,event_type,duration_sec,units_produced,units_defective,cause,shift_date
2026-01-09 06:26:00,Packaging,production,60,26,0,,2026-01-09
2026-01-09 06:27:00,Packaging,production,60,22,0,,2026-01-09
2026-01-09 06:28:00,Packaging,production,60,21,0,,2026-01-09
2026-01-09 06:29:00,Packaging,production,60,22,0,,2026-01-09
2026-01-09 06:30:00,Packaging,production,60,26,0,,2026-01-09
2026-01-09 06:31:00,Packaging,production,60,24,0,,2026-01-09
2026-01-09 06:32:00,Packaging,production,60,24,0,,2026-01-09
2026-01-09 06:33:00,Packaging,production,60,27,0,,2026-01-09
2026-01-09 06:34:00,Packaging,production,60,21,0,,2026-01-09
2026-01-09 06:35:00,Packaging,production,60,21,0,,2026-01-09
2026-01-09 06:36:00,Packaging,production,60,23,0,,2026-01-09
2026-01-09 06:37:00,Packaging,production,60,21,0,,2026-01-09
2026-01-09 06:38:00,Packaging,production,60,24,0,,2026-01-09
2026-01-09 06:39:00,Packaging,production,60,21,0,,2026-01-09
2026-01-09 06:40:00,Packaging,production,60,24,0,,2026-01-09
2026-01-09 06:41:00,Packaging,production,60,23,0,,2026-01-09
2026-01-09 06:42:00,Packaging,production,60,27,0,,2026-01-09
2026-01-09 06:43:00,Packaging,production,60,21,0,,2026-01-09
2026-01-09 06:44:00,Packaging,production,60,23,0,,2026-01-09
2026-01-09 06:45:00,Packaging,production,60,22,0,,2026-01-09
2026-01-09 06:46:00,Packaging,production,60,23,0,,2026-01-09
2026-01-09 06:47:00,Packaging,production,60,23,0,,2026-01-09
2026-01-09 06:48:00,Packaging,production,60,24,0,,2026-01-09
2026-01-09 06:49:00,Packaging,production,60,23,0,,2026-01-09
2026-01-09 06:50:00,Packaging,production,60,21,1,,2026-01-09
2026-01-09 06:51:00,Packaging,production,60,21,0,,2026-01-09
2026-01-09 06:52:00,Packaging,production,60,24,0,,2026-01-09
2026-01-09 06:53:00,Packaging,production,60,27,0,,2026-01-09
2026-01-09 06:54:00,Packaging,production,60,23,0,,2026-01-09
2026-01-09 06:55:00,Packaging,production,60,23,0,,2026-01-09
2026-01-09 06:56:00,Packaging,production,60,24,0,,2026-01-09
2026-01-09 06:57:00,Packaging,production,60,24,0,,2026-01-09
2026-01-09 06:58:00,Packaging,production,60,25,0,,2026-01-09
2026-01-09 06:59:00,Packaging,production,60,25,0,,2026-01-09
2026-01-09 07:00:00,Packaging,production,60,21,0,,2026-01-09
2026-01-09 07:01:00,Packaging,production,60,21,0,,2026-01-09
2026-01-09 07:02:00,Packaging,production,60,23,0,,2026-01-09
2026-01-09 07:03:00,Packaging,production,60,22,0,,2026-01-09
2026-01-09 07:04:00,Packaging,production,60,24,0,,2026-01-09
2026-01-09 07:05:00,Packaging,production,60,25,0,,2026-01-09
2026-01-09 07:06:00,Packaging,production,60,24,0,,2026-01-09
2026-01-09 07:07:00,Packaging,production,60,25,0,,2026-01-09
2026-01-09 07:08:00,Packaging,production,60,24,0,,2026-01-09
2026-01-09 07:09:00,Packaging,production,60,24,0,,2026-01-09
2026-01-09 07:10:00,Packaging,production,60,20,0,,2026-01-09
2026-01-09 07:11:00,Packaging,production,60,25,0,,2026-01-09
2026-01-09 07:12:00,Packaging,production,60,22,0,,2026-01-09
2026-01-09 07:13:00,Packaging,production,60,23,0,,2026-01-09
2026-01-09 07:14:00,Packaging,production,60,23,0,,2026-01-09
2026-01-09 07:15:00,Packaging,production,60,23,0,,2026-01-09
2026-01-09 07:16:00,Packaging,production,60,21,0,,2026-01-09
2026-01-09 07:17:00,Packaging,production,60,25,0,,2026-01-09
2026-01-09 07:18:00,Packaging,production,60,23,0,,2026-01-09
2026-01-09 07:19:00,Packaging,production,60,23,0,,2026-01-09
2026-01-09 07:20:00,Packaging,production,60,23,0,,2026-01-09
2026-01-09 07:21:00,Packaging,production,60,29,0,,2026-01-09
2026-01-09 07:22:00,Packaging,downtime,128,0,0,Palletizer stop,2026-01-09
2026-01-09 07:24:08,Packaging,production,60,24,0,,2026-01-09
2026-01-09 07:25:08,Packaging,production,60,24,0,,2026-01-09
2026-01-09 07:26:08,Packaging,production,60,24,0,,2026-01-09
2026-01-09 07:27:08,Packaging,production,60,23,0,,2026-01-09
2026-01-09 07:28:08,Packaging,production,60,24,0,,2026-01-09
2026-01-09 07:29:08,Packaging,production,60,23,0,,2026-01-09
2026-01-09 07:30:08,Packaging,production,60,25,0,,2026-01-09
2026-01-09 07:31:08,Packaging,production,60,25,0,,2026-01-09
2026-01-09 07:32:08,Packaging,production,60,23,0,,2026-01-09
2026-01-09 07:33:08,Packaging,production,60,24,0,,2026-01-09
2026-01-09 07:34:08,Packaging,production,60,22,0,,2026-01-09
2026-01-09 07:35:08,Packaging,production,60,23,0,,2026-01-09
2026-01-09 07:36:08,Packaging,production,60,23,0,,2026-01-09
2026-01-09 07:37:08,Packaging,production,60,25,0,,2026-01-09
2026-01-09 07:38:08,Packaging,production,60,23,0,,2026-01-09
2026-01-09 07:39:08,Packaging,production,60,23,0,,2026-01-09
2026-01-09 07:40:08,Packaging,production,60,23,0,,2026-01-09
2026-01-09 07:41:08,Packaging,production,60,23,0,,2026-01-09
2026-01-09 07:42:08,Packaging,production,60,23,0,,2026-01-09
2026-01-09 07:43:08,Packaging,production,60,29,0,,2026-01-09
2026-01-09 07:44:08,Packaging,production,60,22,0,,2026-01-09
2026-01-09 07:45:08,Packaging,production,60,24,0,,2026-01-09
2026-01-09 07:46:08,Packaging,production,60,27,0,,2026-01-09
2026-01-09 07:47:08,Packaging,production,60,21,0,,2026-01-09
2026-01-09 07:48:08,Packaging,production,60,23,0,,2026-01-09
2026-01-09 07:49:08,Packaging,production,60,25,0,,2026-01-09
2026-01-09 07:50:08,Packaging,production,60,25,0,,2026-01-09
2026-01-09 07:51:08,Packaging,production,60,23,0,,2026-01-09
2026-01-09 07:52:08,Packaging,production,60,24,0,,2026-01-09
2026-01-09 07:53:08,Packaging,production,60,22,0,,2026-01-09
2026-01-09 07:54:08,Packaging,production,60,22,0,,2026-01-09
2026-01-09 07:55:08,Packaging,production,60,22,0,,2026-01-09
2026-01-09 07:56:08,Packaging,production,60,25,0,,2026-01-09
2026-01-09 07:57:08,Packaging,production,60,24,0,,2026-01-09
2026-01-09 07:58:08,Packaging,production,60,25,0,,2026-01-09
2026-01-09 07:59:08,Packaging,production,60,22,0,,2026-01-09
2026-01-09 08:00:08,Packaging,production,60,24,0,,2026-01-09
2026-01-09 08:01:08,Packaging,production,60,24,0,,2026-01-09
2026-01-09 08:02:08,Packaging,production,60,26,2,,2026-01-09
2026-01-09 08:03:08,Packaging,production,60,25,0,,2026-01-09
2026-01-09 08:04:08,Packaging,production,60,27,0,,2026-01-09
2026-01-09 08:05:08,Packaging,downtime,162,0,0,Palletizer stop,2026-01-09
2026-01-09 08:07:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 08:08:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 08:09:50,Packaging,production,60,25,1,,2026-01-09
2026-01-09 08:10:50,Packaging,production,60,25,0,,2026-01-09
2026-01-09 08:11:50,Packaging,production,60,25,0,,2026-01-09
2026-01-09 08:12:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 08:13:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 08:14:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 08:15:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 08:16:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 08:17:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 08:18:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 08:19:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 08:20:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 08:21:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 08:22:50,Packaging,production,60,25,0,,2026-01-09
2026-01-09 08:23:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 08:24:50,Packaging,production,60,21,0,,2026-01-09
2026-01-09 08:25:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 08:26:50,Packaging,production,60,25,0,,2026-01-09
2026-01-09 08:27:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 08:28:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 08:29:50,Packaging,production,60,27,0,,2026-01-09
2026-01-09 08:30:50,Packaging,production,60,26,0,,2026-01-09
2026-01-09 08:31:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 08:32:50,Packaging,production,60,26,0,,2026-01-09
2026-01-09 08:33:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 08:34:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 08:35:50,Packaging,production,60,21,0,,2026-01-09
2026-01-09 08:36:50,Packaging,production,60,22,1,,2026-01-09
2026-01-09 08:37:50,Packaging,production,60,21,0,,2026-01-09
2026-01-09 08:38:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 08:39:50,Packaging,production,60,27,0,,2026-01-09
2026-01-09 08:40:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 08:41:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 08:42:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 08:43:50,Packaging,production,60,26,1,,2026-01-09
2026-01-09 08:44:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 08:45:50,Packaging,production,60,25,0,,2026-01-09
2026-01-09 08:46:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 08:47:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 08:48:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 08:49:50,Packaging,production,60,24,1,,2026-01-09
2026-01-09 08:50:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 08:51:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 08:52:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 08:53:50,Packaging,production,60,29,0,,2026-01-09
2026-01-09 08:54:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 08:55:50,Packaging,production,60,26,0,,2026-01-09
2026-01-09 08:56:50,Packaging,production,60,21,0,,2026-01-09
2026-01-09 08:57:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 08:58:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 08:59:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 09:00:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 09:01:50,Packaging,production,60,25,0,,2026-01-09
2026-01-09 09:02:50,Packaging,production,60,25,0,,2026-01-09
2026-01-09 09:03:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 09:04:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 09:05:50,Packaging,production,60,26,0,,2026-01-09
2026-01-09 09:06:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 09:07:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 09:08:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 09:09:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 09:10:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 09:11:50,Packaging,production,60,27,0,,2026-01-09
2026-01-09 09:12:50,Packaging,production,60,27,0,,2026-01-09
2026-01-09 09:13:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 09:14:50,Packaging,production,60,25,0,,2026-01-09
2026-01-09 09:15:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 09:16:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 09:17:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 09:18:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 09:19:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 09:20:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 09:21:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 09:22:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 09:23:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 09:24:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 09:25:50,Packaging,production,60,20,0,,2026-01-09
2026-01-09 09:26:50,Packaging,production,60,19,0,,2026-01-09
2026-01-09 09:27:50,Packaging,production,60,21,0,,2026-01-09
2026-01-09 09:28:50,Packaging,production,60,30,0,,2026-01-09
2026-01-09 09:29:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 09:30:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 09:31:50,Packaging,production,60,28,0,,2026-01-09
2026-01-09 09:32:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 09:33:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 09:34:50,Packaging,production,60,27,0,,2026-01-09
2026-01-09 09:35:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 09:36:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 09:37:50,Packaging,production,60,21,1,,2026-01-09
2026-01-09 09:38:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 09:39:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 09:40:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 09:41:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 09:42:50,Packaging,production,60,26,0,,2026-01-09
2026-01-09 09:43:50,Packaging,production,60,21,0,,2026-01-09
2026-01-09 09:44:50,Packaging,production,60,25,0,,2026-01-09
2026-01-09 09:45:50,Packaging,production,60,20,0,,2026-01-09
2026-01-09 09:46:50,Packaging,production,60,25,0,,2026-01-09
2026-01-09 09:47:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 09:48:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 09:49:50,Packaging,production,60,27,0,,2026-01-09
2026-01-09 09:50:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 09:51:50,Packaging,production,60,23,1,,2026-01-09
2026-01-09 09:52:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 09:53:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 09:54:50,Packaging,production,60,25,1,,2026-01-09
2026-01-09 09:55:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 09:56:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 09:57:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 09:58:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 09:59:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 10:00:50,Packaging,production,60,21,0,,2026-01-09
2026-01-09 10:01:50,Packaging,production,60,21,0,,2026-01-09
2026-01-09 10:02:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 10:03:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 10:04:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 10:05:50,Packaging,production,60,28,0,,2026-01-09
2026-01-09 10:06:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 10:07:50,Packaging,production,60,20,0,,2026-01-09
2026-01-09 10:08:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 10:09:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 10:10:50,Packaging,production,60,26,0,,2026-01-09
2026-01-09 10:11:50,Packaging,production,60,21,0,,2026-01-09
2026-01-09 10:12:50,Packaging,production,60,26,0,,2026-01-09
2026-01-09 10:13:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 10:14:50,Packaging,production,60,20,0,,2026-01-09
2026-01-09 10:15:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 10:16:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 10:17:50,Packaging,production,60,25,0,,2026-01-09
2026-01-09 10:18:50,Packaging,production,60,20,0,,2026-01-09
2026-01-09 10:19:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 10:20:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 10:21:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 10:22:50,Packaging,production,60,22,1,,2026-01-09
2026-01-09 10:23:50,Packaging,production,60,26,0,,2026-01-09
2026-01-09 10:24:50,Packaging,production,60,19,0,,2026-01-09
2026-01-09 10:25:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 10:26:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 10:27:50,Packaging,production,60,21,0,,2026-01-09
2026-01-09 10:28:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 10:29:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 10:30:50,Packaging,production,60,26,0,,2026-01-09
2026-01-09 10:31:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 10:32:50,Packaging,production,60,25,0,,2026-01-09
2026-01-09 10:33:50,Packaging,production,60,24,1,,2026-01-09
2026-01-09 10:34:50,Packaging,production,60,27,0,,2026-01-09
2026-01-09 10:35:50,Packaging,production,60,25,0,,2026-01-09
2026-01-09 10:36:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 10:37:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 10:38:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 10:39:50,Packaging,production,60,26,0,,2026-01-09
2026-01-09 10:40:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 10:41:50,Packaging,production,60,25,0,,2026-01-09
2026-01-09 10:42:50,Packaging,production,60,22,1,,2026-01-09
2026-01-09 10:43:50,Packaging,production,60,25,0,,2026-01-09
2026-01-09 10:44:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 10:45:50,Packaging,production,60,21,0,,2026-01-09
2026-01-09 10:46:50,Packaging,production,60,25,1,,2026-01-09
2026-01-09 10:47:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 10:48:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 10:49:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 10:50:50,Packaging,production,60,25,0,,2026-01-09
2026-01-09 10:51:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 10:52:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 10:53:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 10:54:50,Packaging,production,60,26,0,,2026-01-09
2026-01-09 10:55:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 10:56:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 10:57:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 10:58:50,Packaging,production,60,24,1,,2026-01-09
2026-01-09 10:59:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 11:00:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 11:01:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 11:02:50,Packaging,production,60,25,0,,2026-01-09
2026-01-09 11:03:50,Packaging,production,60,28,0,,2026-01-09
2026-01-09 11:04:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 11:05:50,Packaging,production,60,23,1,,2026-01-09
2026-01-09 11:06:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 11:07:50,Packaging,production,60,26,0,,2026-01-09
2026-01-09 11:08:50,Packaging,production,60,26,0,,2026-01-09
2026-01-09 11:09:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 11:10:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 11:11:50,Packaging,production,60,21,0,,2026-01-09
2026-01-09 11:12:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 11:13:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 11:14:50,Packaging,production,60,25,0,,2026-01-09
2026-01-09 11:15:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 11:16:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 11:17:50,Packaging,production,60,27,0,,2026-01-09
2026-01-09 11:18:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 11:19:50,Packaging,production,60,25,0,,2026-01-09
2026-01-09 11:20:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 11:21:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 11:22:50,Packaging,production,60,26,0,,2026-01-09
2026-01-09 11:23:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 11:24:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 11:25:50,Packaging,production,60,26,0,,2026-01-09
2026-01-09 11:26:50,Packaging,production,60,23,1,,2026-01-09
2026-01-09 11:27:50,Packaging,production,60,23,1,,2026-01-09
2026-01-09 11:28:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 11:29:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 11:30:50,Packaging,production,60,26,0,,2026-01-09
2026-01-09 11:31:50,Packaging,production,60,19,0,,2026-01-09
2026-01-09 11:32:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 11:33:50,Packaging,production,60,25,0,,2026-01-09
2026-01-09 11:34:50,Packaging,production,60,25,0,,2026-01-09
2026-01-09 11:35:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 11:36:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 11:37:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 11:38:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 11:39:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 11:40:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 11:41:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 11:42:50,Packaging,production,60,27,1,,2026-01-09
2026-01-09 11:43:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 11:44:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 11:45:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 11:46:50,Packaging,production,60,26,1,,2026-01-09
2026-01-09 11:47:50,Packaging,production,60,25,0,,2026-01-09
2026-01-09 11:48:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 11:49:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 11:50:50,Packaging,production,60,26,0,,2026-01-09
2026-01-09 11:51:50,Packaging,production,60,26,0,,2026-01-09
2026-01-09 11:52:50,Packaging,production,60,23,1,,2026-01-09
2026-01-09 11:53:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 11:54:50,Packaging,production,60,26,0,,2026-01-09
2026-01-09 11:55:50,Packaging,production,60,26,0,,2026-01-09
2026-01-09 11:56:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 11:57:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 11:58:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 11:59:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 12:00:50,Packaging,production,60,21,0,,2026-01-09
2026-01-09 12:01:50,Packaging,production,60,21,0,,2026-01-09
2026-01-09 12:02:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 12:03:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 12:04:50,Packaging,production,60,25,0,,2026-01-09
2026-01-09 12:05:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 12:06:50,Packaging,production,60,25,0,,2026-01-09
2026-01-09 12:07:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 12:08:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 12:09:50,Packaging,production,60,24,1,,2026-01-09
2026-01-09 12:10:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 12:11:50,Packaging,production,60,21,0,,2026-01-09
2026-01-09 12:12:50,Packaging,production,60,22,1,,2026-01-09
2026-01-09 12:13:50,Packaging,production,60,28,0,,2026-01-09
2026-01-09 12:14:50,Packaging,production,60,27,0,,2026-01-09
2026-01-09 12:15:50,Packaging,production,60,23,1,,2026-01-09
2026-01-09 12:16:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 12:17:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 12:18:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 12:19:50,Packaging,production,60,26,0,,2026-01-09
2026-01-09 12:20:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 12:21:50,Packaging,production,60,27,0,,2026-01-09
2026-01-09 12:22:50,Packaging,production,60,21,0,,2026-01-09
2026-01-09 12:23:50,Packaging,production,60,25,1,,2026-01-09
2026-01-09 12:24:50,Packaging,production,60,21,0,,2026-01-09
2026-01-09 12:25:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 12:26:50,Packaging,production,60,26,0,,2026-01-09
2026-01-09 12:27:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 12:28:50,Packaging,production,60,24,1,,2026-01-09
2026-01-09 12:29:50,Packaging,production,60,21,0,,2026-01-09
2026-01-09 12:30:50,Packaging,production,60,23,1,,2026-01-09
2026-01-09 12:31:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 12:32:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 12:33:50,Packaging,production,60,26,0,,2026-01-09
2026-01-09 12:34:50,Packaging,production,60,25,0,,2026-01-09
2026-01-09 12:35:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 12:36:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 12:37:50,Packaging,production,60,28,0,,2026-01-09
2026-01-09 12:38:50,Packaging,production,60,24,1,,2026-01-09
2026-01-09 12:39:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 12:40:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 12:41:50,Packaging,production,60,25,0,,2026-01-09
2026-01-09 12:42:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 12:43:50,Packaging,production,60,25,0,,2026-01-09
2026-01-09 12:44:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 12:45:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 12:46:50,Packaging,production,60,20,0,,2026-01-09
2026-01-09 12:47:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 12:48:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 12:49:50,Packaging,production,60,23,1,,2026-01-09
2026-01-09 12:50:50,Packaging,production,60,26,1,,2026-01-09
2026-01-09 12:51:50,Packaging,production,60,20,0,,2026-01-09
2026-01-09 12:52:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 12:53:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 12:54:50,Packaging,production,60,25,0,,2026-01-09
2026-01-09 12:55:50,Packaging,production,60,25,0,,2026-01-09
2026-01-09 12:56:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 12:57:50,Packaging,production,60,25,0,,2026-01-09
2026-01-09 12:58:50,Packaging,production,60,27,0,,2026-01-09
2026-01-09 12:59:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 13:00:50,Packaging,production,60,25,0,,2026-01-09
2026-01-09 13:01:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 13:02:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 13:03:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 13:04:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 13:05:50,Packaging,production,60,25,0,,2026-01-09
2026-01-09 13:06:50,Packaging,production,60,24,0,,2026-01-09
2026-01-09 13:07:50,Packaging,production,60,21,0,,2026-01-09
2026-01-09 13:08:50,Packaging,production,60,25,0,,2026-01-09
2026-01-09 13:09:50,Packaging,production,60,20,1,,2026-01-09
2026-01-09 13:10:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 13:11:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 13:12:50,Packaging,production,60,22,0,,2026-01-09
2026-01-09 13:13:50,Packaging,production,60,25,0,,2026-01-09
2026-01-09 13:14:50,Packaging,production,60,20,0,,2026-01-09
2026-01-09 13:15:50,Packaging,production,60,25,0,,2026-01-09
2026-01-09 13:16:50,Packaging,production,60,23,0,,2026-01-09
2026-01-09 13:17:50,Packaging,production,60,27,0,,2026-01-09
